#	subjectivity	verb	voice	valency	dummy-motion	dummy-role	dummy-subjectivity	dummy-definiteness	dummy-noun	#		noun	usages	classification
	subject	return	passive	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	guard-dummy	#				
	subject	row	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	boat-dummy	#				
	subject	say	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	name-dummy	#				
#	subject	set-down	middle	intransitive	associated-dummy	force-dummy	adverbial-dummy	definite-dummy	wind-dummy	#				
#	subject	set-down	passive	intransitive	associated-dummy	force-dummy	adverbial-dummy	definite-dummy	wind-dummy	#				
	subject	set-down	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	rock-dummy	#				
	subject	sew	active	transitive	associated-dummy	patient-dummy	adverbial-dummy	definite-dummy	clothing-dummy	#				
#	subject	sew	middle	intransitive	associated-dummy	patient-dummy	adverbial-dummy	definite-dummy	clothing-dummy	#				
#	subject	sew	passive	intransitive	associated-dummy	patient-dummy	adverbial-dummy	definite-dummy	clothing-dummy	#				
	subject	share	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	food-dummy	#				
	subject	sink	active	transitive	associated-dummy	patient-dummy	direct-object-dummy	definite-dummy	boat-dummy	#				
	subject	sink	middle	intransitive	associated-dummy	resemblance-dummy	adverbial-dummy	definite-dummy	boat-dummy	#				
	subject	sink	passive	intransitive	associated-dummy	resemblance-dummy	adverbial-dummy	definite-dummy	boat-dummy	#				
	subject	sit	active	intransitive	associated-dummy	location-dummy	adverbial-dummy	definite-dummy	window-dummy	#				
	subject	sit	middle	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	guard-dummy	#				
	subject	sit	passive	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	guard-dummy	#				
	subject	speak  	active	transitive	associated-dummy	stimulus-dummy	direct-object-dummy	definite-dummy	name-dummy	#				
	subject	spit	active	intransitive	associated-dummy	vicinity-dummy	adverbial-dummy	definite-dummy	man-dummy	#				
	subject	startle	active	intransitive	associated-dummy	experiencer-dummy	adverbial-dummy	definite-dummy	man-dummy	#				
	subject	startle	middle	intransitive	associated-dummy	stimulus-dummy	adverbial-dummy	definite-dummy	monster-dummy	#				
	subject	startle	passive	intransitive	associated-dummy	stimulus-dummy	adverbial-dummy	definite-dummy	monster-dummy	#				
	subject	steal	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	money-dummy	#				
	subject	steal	middle	intransitive	acquired-dummy	location-dummy	adverbial-dummy	definite-dummy	enemy-dummy	#				
	subject	steal	passive	intransitive	acquired-dummy	location-dummy	adverbial-dummy	definite-dummy	enemy-dummy	#				
	subject	stretch	active	transitive	associated-dummy	patient-dummy	direct-object-dummy	definite-dummy	rope-dummy	#				
	subject	stretch	middle	intransitive	associated-dummy	stimulus-dummy	adverbial-dummy	definite-dummy	rope-dummy	#				
	subject	stretch	passive	intransitive	associated-dummy	stimulus-dummy	adverbial-dummy	definite-dummy	rope-dummy	#				
	subject	strike	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	rock-dummy	#				
	subject	strike	middle	intransitive	associated-dummy	force-dummy	adverbial-dummy	definite-dummy	rock-dummy	#				
	subject	strike	passive	intransitive	associated-dummy	force-dummy	adverbial-dummy	definite-dummy	rock-dummy	#				
	subject	sweep	middle	intransitive	associated-dummy	patient-dummy	adverbial-dummy	definite-dummy	house-dummy	#				
	subject	sweep	passive	intransitive	associated-dummy	patient-dummy	adverbial-dummy	definite-dummy	house-dummy	#				
	subject	tame	active	transitive	associated-dummy	patient-dummy	direct-object-dummy	definite-dummy	horse-dummy	#				
	subject	tame	middle	intransitive	associated-dummy	force-dummy	adverbial-dummy	definite-dummy	love-dummy	#				
	subject	tame	passive	intransitive	associated-dummy	force-dummy	adverbial-dummy	definite-dummy	love-dummy	#				
	subject	teach	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	man-dummy	#				
	subject	teach	middle	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	man-dummy	#				
	subject	teach	passive	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	man-dummy	#				
	subject	think	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	idea-dummy	#				
	subject	want	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	money-dummy	#				
	subject	want	middle	intransitive	associated-dummy	agent-dummy	direct-object-dummy	definite-dummy	man-dummy	#				
	subject	want	passive	intransitive	associated-dummy	agent-dummy	direct-object-dummy	definite-dummy	man-dummy	#				
	subject	want-to-see	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	house-dummy	#				
	subject	want-to-see	middle	intransitive	associated-dummy	agent-dummy	direct-object-dummy	definite-dummy	man-dummy	#				
	subject	want-to-see	passive	intransitive	associated-dummy	agent-dummy	direct-object-dummy	definite-dummy	man-dummy	#				
	subject	wash	active	transitive	associated-dummy	patient-dummy	direct-object-dummy	definite-dummy	clothing-dummy	#				
	subject	wash	middle	intransitive	associated-dummy	force-dummy	adverbial-dummy	definite-dummy	water-dummy	#				
	subject	wash	passive	intransitive	associated-dummy	force-dummy	adverbial-dummy	definite-dummy	water-dummy	#				
	subject	wind	active	transitive	associated-dummy	patient-dummy	direct-object-dummy	definite-dummy	rope-dummy	#				
	subject	wind	middle	intransitive	associated-dummy	resemblance-dummy	adverbial-dummy	definite-dummy	rope-dummy	#				
	subject	wind	passive	intransitive	associated-dummy	resemblance-dummy	adverbial-dummy	definite-dummy	rope-dummy	#				
	subject	work	active	transitive	associated-dummy	company-dummy	adverbial-dummy	definite-dummy	man-dummy	#				
	subject	write	active	transitive	associated-dummy	patient-dummy	direct-object-dummy	definite-dummy	book-dummy	#				
	adverbial	swim	active	intransitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	adverbial	fly	active	intransitive	associated-dummy	agent-dummy	direct-object-dummy	definite-dummy	bird-dummy	#				
	adverbial	flow	active	intransitive	associated-dummy	force-dummy	subject-dummy	definite-dummy	warmth-dummy	#				
	adverbial	rest	active	intransitive	associated-dummy	theme-dummy	subject-dummy	definite-dummy	man-dummy	#				
	adverbial	walk	active	intransitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	adverbial	crawl	active	intransitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	bug-dummy	#				
	adverbial	direct	active	intransitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	adverbial	resemble	active	intransitive	associated-dummy	theme-dummy	subject-dummy	definite-dummy	man-dummy	#				
	adverbial	work	active	intransitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	adverbial	eat	active	intransitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	adverbial	endure	active	intransitive	associated-dummy	patient-dummy	subject-dummy	definite-dummy	man-dummy	#				
	adverbial	warm	active	intransitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	adverbial	cool	active	intransitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	adverbial	fall	active	intransitive	associated-dummy	theme-dummy	subject-dummy	definite-dummy	man-dummy	#				
	adverbial	change	active	intransitive	associated-dummy	patient-dummy	subject-dummy	definite-dummy	man-dummy	#				
	adverbial	occupy	active	intransitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	adverbial	show	active	intransitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	adverbial	see	active	intransitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	adverbial	watch	active	intransitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	adverbial	startle	active	intransitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	adverbial	displease	active	intransitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	adverbial	appear	active	intransitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	adverbial	be	active	intransitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	adnominal	see	active	intransitive	associated-dummy	stimulus-dummy	direct-object-dummy	definite-dummy	size-dummy	#				
	adnominal	hear	active	intransitive	associated-dummy	stimulus-dummy	direct-object-dummy	definite-dummy	sound-dummy	#				
	adnominal	consider	active	intransitive	associated-dummy	stimulus-dummy	direct-object-dummy	definite-dummy	thought-dummy	#				
	direct-object	swim	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	direct-object	fly	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	bird-dummy	#				
	direct-object	flow	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	direct-object	rest	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	direct-object	walk	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	direct-object	crawl	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	bug-dummy	#				
	direct-object	rest	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	direct-object	direct	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	direct-object	work	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	direct-object	resemble	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	direct-object	eat	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	direct-object	endure	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	direct-object	warm	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	fire-dummy	#				
	direct-object	cool	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	water-dummy	#				
	direct-object	fall	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	direct-object	change	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	direct-object	occupy	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	direct-object	show	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	direct-object	see	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	direct-object	watch	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	direct-object	startle	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	direct-object	displease	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	direct-object	appear	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	direct-object	be	active	transitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
	subject	swim	active	transitive	associated-dummy	medium-dummy	adverbial-dummy	definite-dummy	water-dummy	#				
	subject	fly	active	transitive	associated-dummy	company-dummy	adverbial-dummy	definite-dummy	bird-dummy	#				
	subject	fly	middle	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	bird-dummy	#				
	subject	fly	passive	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	bird-dummy	#				
	subject	flow	active	transitive	associated-dummy	agent-dummy	direct-object-dummy	definite-dummy	man-dummy	#				
	subject	rest	active	intransitive	associated-dummy	agent-dummy	direct-object-dummy	definite-dummy	man-dummy	#				
#	subject	rest	middle	intransitive			adverbial-dummy	definite-dummy		#				
#	subject	rest	passive	intransitive			adverbial-dummy	definite-dummy		#				
	subject	walk	active	transitive	associated-dummy	agent-dummy	direct-object-dummy	definite-dummy	man-dummy	#				
	subject	crawl	active	transitive	associated-dummy	agent-dummy	direct-object-dummy	definite-dummy	man-dummy	#				
	subject	direct	active	transitive	associated-dummy	agent-dummy	direct-object-dummy	definite-dummy	attention-dummy	#				
	subject	direct	middle	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	man-dummy	#				
	subject	direct	passive	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	man-dummy	#				
	subject	resemble	active	transitive	associated-dummy	agent-dummy	direct-object-dummy	definite-dummy	man-dummy	#				
	subject	eat	active	transitive	associated-dummy	patient-dummy	direct-object-dummy	definite-dummy	food-dummy	#				
	subject	eat	middle	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	monster-dummy	#				
	subject	eat	passive	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	monster-dummy	#				
	subject	endure	active	transitive	associated-dummy	agent-dummy	direct-object-dummy	definite-dummy	man-dummy	#				
	subject	warm	active	transitive	associated-dummy	patient-dummy	direct-object-dummy	definite-dummy	man-dummy	#				
	subject	warm	middle	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	fire-dummy	#				
	subject	warm	passive	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	fire-dummy	#				
	subject	fall	active	transitive	associated-dummy	agent-dummy	direct-object-dummy	definite-dummy	man-dummy	#				
	subject	change	active	transitive	associated-dummy	agent-dummy	direct-object-dummy	definite-dummy	clothing-dummy	#				
	subject	change	middle	intransitive	associated-dummy	agent-dummy	adverbial-dummy	adefinite-dummy	love-dummy	#				
	subject	change	passive	intransitive	associated-dummy	agent-dummy	adverbial-dummy	adefinite-dummy	love-dummy	#				
	subject	occupy	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	man-dummy	#				
	subject	occupy	middle	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	work-dummy	#				
	subject	occupy	passive	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	work-dummy	#				
	subject	show	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	man-dummy	#				
	subject	see	active	transitive	associated-dummy	stimulus-dummy	direct-object-dummy	definite-dummy	man-dummy	#				
	subject	see	middle	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	guard-dummy	#				
	subject	see	passive	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	guard-dummy	#				
	subject	watch	active	transitive	associated-dummy	stimulus-dummy	direct-object-dummy	definite-dummy	man-dummy	#				
	subject	watch	middle	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	guard-dummy	#				
	subject	watch	passive	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	guard-dummy	#				
	subject	displease	active	transitive	associated-dummy	experiencer-dummy	direct-object-dummy	definite-dummy	man-dummy	#				
	subject	displease	middle	intransitive	associated-dummy	stimulus-dummy	adverbial-dummy	definite-dummy	man-dummy	#				
	subject	displease	passive	intransitive	associated-dummy	stimulus-dummy	adverbial-dummy	definite-dummy	man-dummy	#				
	subject	appear	active	intransitive	acquired-dummy	experiencer-dummy	adverbial-dummy	definite-dummy	∅-dummy	#				
	subject	be	active	transitive	associated-dummy	predicate-dummy	direct-object-dummy	adefinite-dummy	strong-dummy	#				
	addressee	∅	active	intransitive	associated-dummy	agent-dummy	subject-dummy	definite-dummy	man-dummy	#				
